,TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
529,451188304575479808,Wed Apr 02 02:44:09 +0000 2014,31,30,False,4,1615,1,1,1,False,caution_and_advice,281,0,164
530,451188309872902145,Wed Apr 02 02:44:10 +0000 2014,330,308,True,3471,3037,3,2,0,False,other_useful_information,31,0,165
531,451188314121715712,Wed Apr 02 02:44:11 +0000 2014,1141,915,True,25633,1651,1,2,1,False,caution_and_advice,1,0,166
532,451188314201022464,Wed Apr 02 02:44:11 +0000 2014,161,179,False,818,2329,2,2,0,False,other_useful_information,148,0,166
533,451188316986413056,Wed Apr 02 02:44:12 +0000 2014,324,526,False,11477,2569,2,2,0,False,sympathy_and_emotional_support,148,0,167
534,451188317673902080,Wed Apr 02 02:44:12 +0000 2014,17294,61,True,3699,3166,2,1,1,False,sympathy_and_emotional_support,362,0,167
535,451188317942341632,Wed Apr 02 02:44:12 +0000 2014,1436,576,True,30748,2384,1,1,0,False,displaced_people_and_evacuations,68,0,167
537,451188319850737664,Wed Apr 02 02:44:12 +0000 2014,372,585,False,2840,2652,2,2,1,False,sympathy_and_emotional_support,149,0,167
538,451188320815443968,Wed Apr 02 02:44:13 +0000 2014,4718,3583,True,121526,3666,3,0,0,False,not_related_or_irrelevant,0,0,168
540,451188321062903809,Wed Apr 02 02:44:13 +0000 2014,1083,1066,True,12254,3006,3,0,0,False,other_useful_information,1,0,168
542,451188325311729664,Wed Apr 02 02:44:14 +0000 2014,1400274,463,True,42602,3404,2,1,0,True,sympathy_and_emotional_support,172,0,169
544,451188325353668608,Wed Apr 02 02:44:14 +0000 2014,1350281,469,False,114704,3131,2,1,0,True,other_useful_information,172,0,169
545,451188325353676800,Wed Apr 02 02:44:14 +0000 2014,14026996,634,True,209018,3340,2,1,0,True,other_useful_information,172,0,169
546,451188325357858816,Wed Apr 02 02:44:14 +0000 2014,24500,3589,True,95275,3199,2,1,0,True,other_useful_information,172,0,169
547,451188325429170176,Wed Apr 02 02:44:14 +0000 2014,46627,196,False,11068,2427,2,1,0,True,sympathy_and_emotional_support,172,0,169
548,451188325462712320,Wed Apr 02 02:44:14 +0000 2014,3810342,2424,False,183307,3371,2,1,0,True,caution_and_advice,172,0,169
550,451188326306164736,Wed Apr 02 02:44:14 +0000 2014,1717,979,True,234830,3059,1,1,0,False,other_useful_information,4,0,169
551,451188326813679616,Wed Apr 02 02:44:14 +0000 2014,177,263,True,1293,2368,1,0,0,False,other_useful_information,0,0,169
552,451188328277086208,Wed Apr 02 02:44:14 +0000 2014,346,558,False,15456,2752,1,2,0,False,sympathy_and_emotional_support,15,0,169
553,451188331293200384,Wed Apr 02 02:44:15 +0000 2014,264,501,True,5225,2028,1,1,1,False,not_related_or_irrelevant,281,0,170
554,451188334648242177,Wed Apr 02 02:44:16 +0000 2014,328,767,True,6612,3207,2,1,1,False,caution_and_advice,5,0,171
558,451188343083388928,Wed Apr 02 02:44:18 +0000 2014,36,268,True,268,3427,1,1,0,False,sympathy_and_emotional_support,146,0,173
559,451188349563203585,Wed Apr 02 02:44:19 +0000 2014,1846,3100,True,8723,3362,2,2,1,True,other_useful_information,149,0,174
561,451188355733409792,Wed Apr 02 02:44:21 +0000 2014,4727,2737,False,527078,2376,3,1,0,False,sympathy_and_emotional_support,6,0,176
563,451188361823547392,Wed Apr 02 02:44:22 +0000 2014,10843,10361,True,98829,2334,1,1,0,False,not_related_or_irrelevant,8,0,177
564,451188364243238912,Wed Apr 02 02:44:23 +0000 2014,125,183,False,5745,2075,2,2,0,False,other_useful_information,148,0,178
565,451188364403023872,Wed Apr 02 02:44:23 +0000 2014,396,634,True,12391,2801,1,1,1,False,other_useful_information,128,0,178
567,451188367447699456,Wed Apr 02 02:44:24 +0000 2014,39,155,False,853,1896,2,3,1,False,other_useful_information,0,0,179
568,451188369448374273,Wed Apr 02 02:44:24 +0000 2014,708,222,True,62719,2647,2,2,1,False,sympathy_and_emotional_support,2,0,179
569,451188376251543554,Wed Apr 02 02:44:26 +0000 2014,3555,787,True,24577,2655,1,1,1,False,caution_and_advice,2,0,181
570,451188376754876416,Wed Apr 02 02:44:26 +0000 2014,1925,2429,True,21016,2257,1,1,0,False,sympathy_and_emotional_support,22,0,181
572,451188382694404096,Wed Apr 02 02:44:27 +0000 2014,15243,12583,True,72124,3386,2,1,1,True,other_useful_information,3,0,182
573,451188383633534976,Wed Apr 02 02:44:28 +0000 2014,1414,2007,False,8269,1817,2,1,1,False,sympathy_and_emotional_support,362,0,183
574,451188384514719744,Wed Apr 02 02:44:28 +0000 2014,18687,2440,False,108693,3229,2,2,1,False,not_related_or_irrelevant,10,0,183
575,451188384737017856,Wed Apr 02 02:44:28 +0000 2014,3537,3326,True,237167,2809,3,3,0,False,sympathy_and_emotional_support,23,0,183
576,451188384849854464,Wed Apr 02 02:44:28 +0000 2014,325,2755,False,18452,2919,1,1,0,False,other_useful_information,68,0,183
577,451188385814573056,Wed Apr 02 02:44:28 +0000 2014,4794,3475,True,38172,4085,2,1,0,False,other_useful_information,0,0,183
579,451188390332231681,Wed Apr 02 02:44:29 +0000 2014,148,176,True,2329,3152,2,1,0,False,sympathy_and_emotional_support,96,0,184
580,451188390730280960,Wed Apr 02 02:44:29 +0000 2014,277,219,True,7030,2310,3,1,0,False,other_useful_information,83,0,184
581,451188391527211008,Wed Apr 02 02:44:29 +0000 2014,2372,1377,True,293393,3360,1,1,0,False,caution_and_advice,22,0,184
582,451188392676433921,Wed Apr 02 02:44:30 +0000 2014,13718,593,False,31038,2880,2,2,1,True,injured_or_dead_people,10,0,185
583,451188394417475584,Wed Apr 02 02:44:30 +0000 2014,12646,72,False,7462,3297,3,1,0,False,other_useful_information,2,0,185
584,451188394958524416,Wed Apr 02 02:44:30 +0000 2014,572,625,True,13193,3323,1,1,1,False,other_useful_information,128,0,185
585,451188395658575872,Wed Apr 02 02:44:30 +0000 2014,2060,2789,True,16592,2318,2,2,1,False,not_related_or_irrelevant,149,0,185
586,451188396526813185,Wed Apr 02 02:44:31 +0000 2014,325,369,False,8845,2260,6,1,0,False,sympathy_and_emotional_support,57,0,186
588,451188397923516418,Wed Apr 02 02:44:31 +0000 2014,41837,664,True,19265,2182,1,0,0,True,other_useful_information,86,27,186
591,451188401094402048,Wed Apr 02 02:44:32 +0000 2014,58,71,False,218,2978,4,0,0,False,sympathy_and_emotional_support,0,0,187
592,451188401535205376,Wed Apr 02 02:44:32 +0000 2014,135,52,True,16929,3238,2,1,1,False,other_useful_information,362,0,187
593,451188401833013248,Wed Apr 02 02:44:32 +0000 2014,483,811,True,9671,3238,2,1,1,False,not_related_or_irrelevant,362,0,187
595,451188405058015232,Wed Apr 02 02:44:33 +0000 2014,345,340,False,617790,3365,1,1,1,False,sympathy_and_emotional_support,239,0,188
596,451188406060863488,Wed Apr 02 02:44:33 +0000 2014,503,608,True,17407,2536,2,2,0,False,sympathy_and_emotional_support,148,0,188
597,451188406622498816,Wed Apr 02 02:44:33 +0000 2014,199,356,True,1223,1804,1,1,1,False,displaced_people_and_evacuations,213,0,188
598,451188414415925248,Wed Apr 02 02:44:35 +0000 2014,2834,3875,True,179246,3435,3,0,0,False,injured_or_dead_people,0,0,190
599,451188417377095680,Wed Apr 02 02:44:36 +0000 2014,5,108,False,100,3007,1,1,1,False,not_related_or_irrelevant,281,0,191
600,451188418190774272,Wed Apr 02 02:44:36 +0000 2014,531,1060,True,48279,2390,1,1,1,False,other_useful_information,0,0,191
601,451188419868520449,Wed Apr 02 02:44:36 +0000 2014,1688,2007,True,82290,3412,1,2,0,False,sympathy_and_emotional_support,15,0,191
602,451188419977568256,Wed Apr 02 02:44:36 +0000 2014,1011,931,True,20150,2816,2,1,0,True,other_useful_information,172,0,191
603,451188420044681217,Wed Apr 02 02:44:36 +0000 2014,678,1576,False,6995,2174,2,3,0,False,sympathy_and_emotional_support,2,0,191
604,451188421550428160,Wed Apr 02 02:44:37 +0000 2014,31,749,False,1823,2256,2,1,0,False,donation_needs_or_offers_or_volunteering_services,172,0,192
607,451188424511598592,Wed Apr 02 02:44:37 +0000 2014,170,252,True,4875,2607,2,0,1,False,sympathy_and_emotional_support,0,0,192
608,451188426440597504,Wed Apr 02 02:44:38 +0000 2014,2733,3106,False,43263,1844,1,2,0,False,sympathy_and_emotional_support,15,0,193
609,451188427627565056,Wed Apr 02 02:44:38 +0000 2014,4435,2359,True,18369,3105,2,1,1,True,other_useful_information,362,0,193
610,451188428399337472,Wed Apr 02 02:44:38 +0000 2014,362,923,True,726,1560,1,2,0,False,sympathy_and_emotional_support,2,0,193
611,451188429309890560,Wed Apr 02 02:44:38 +0000 2014,4253,4105,True,3270,1912,8,1,0,False,caution_and_advice,24,0,193
612,451188429695356928,Wed Apr 02 02:44:38 +0000 2014,963,1975,False,592,1752,5,0,0,False,other_useful_information,1,0,193
613,451188431356690432,Wed Apr 02 02:44:39 +0000 2014,13,82,False,64,2002,3,1,0,False,missing_trapped_or_found_people,155,0,194
614,451188432669114370,Wed Apr 02 02:44:39 +0000 2014,2171,5001,True,22143,3310,2,1,0,False,other_useful_information,232,0,194
616,451188438621224960,Wed Apr 02 02:44:41 +0000 2014,348,85,False,18904,1559,2,2,0,False,other_useful_information,148,0,196
620,451188448448495616,Wed Apr 02 02:44:43 +0000 2014,6852,1654,False,53694,3160,2,1,1,False,other_useful_information,1,0,198
621,451188449484505089,Wed Apr 02 02:44:43 +0000 2014,990,410,True,53712,3362,2,2,0,False,sympathy_and_emotional_support,148,0,198
623,451188451107676160,Wed Apr 02 02:44:44 +0000 2014,677,1479,True,10261,2680,2,1,1,False,sympathy_and_emotional_support,362,0,199
625,451188457566896129,Wed Apr 02 02:44:45 +0000 2014,845,963,True,107864,3348,1,1,0,False,sympathy_and_emotional_support,146,0,200
626,451188461836308480,Wed Apr 02 02:44:46 +0000 2014,112,404,True,4255,3346,0,1,0,False,not_related_or_irrelevant,86,0,201
628,451188463359234048,Wed Apr 02 02:44:47 +0000 2014,4440,4679,True,52686,3177,1,0,0,False,caution_and_advice,0,1,202
629,451188465972285440,Wed Apr 02 02:44:47 +0000 2014,5217,1954,True,31195,3231,2,1,1,False,other_useful_information,362,0,202
630,451188466663948288,Wed Apr 02 02:44:47 +0000 2014,6991,1286,False,80315,3434,1,1,0,True,displaced_people_and_evacuations,8,0,202
631,451188466823749632,Wed Apr 02 02:44:47 +0000 2014,356,1219,False,2951,1561,1,1,1,False,caution_and_advice,281,0,202
632,451188467200831489,Wed Apr 02 02:44:47 +0000 2014,238,534,False,2951,1784,1,1,0,False,other_useful_information,68,0,202
633,451188467397963776,Wed Apr 02 02:44:47 +0000 2014,4794,3475,True,38172,4085,2,1,0,False,other_useful_information,0,0,202
637,451188472875741184,Wed Apr 02 02:44:49 +0000 2014,7713,8132,True,110610,1751,2,2,0,False,sympathy_and_emotional_support,3,0,204
639,451188475815923713,Wed Apr 02 02:44:49 +0000 2014,708,222,True,62719,2647,2,1,0,False,sympathy_and_emotional_support,4,0,204
640,451188475966926848,Wed Apr 02 02:44:50 +0000 2014,78046,1360,True,27055,3771,2,2,0,True,other_useful_information,47,0,205
641,451188477821198336,Wed Apr 02 02:44:50 +0000 2014,964,623,False,97684,2842,2,2,0,False,other_useful_information,148,0,205
642,451188483520876544,Wed Apr 02 02:44:51 +0000 2014,1574,1583,False,198307,3056,3,1,0,False,other_useful_information,2,0,206
643,451188483663466497,Wed Apr 02 02:44:51 +0000 2014,2,47,False,12,1546,2,1,0,False,caution_and_advice,172,0,206
644,451188485420900353,Wed Apr 02 02:44:52 +0000 2014,10560,471,True,12178,2202,0,1,0,True,other_useful_information,86,0,207
646,451188489317797889,Wed Apr 02 02:44:53 +0000 2014,2502,2248,False,36679,3420,2,1,0,False,other_useful_information,5,0,208
647,451188492140163073,Wed Apr 02 02:44:53 +0000 2014,3175,2572,False,29500,2637,2,2,0,False,not_related_or_irrelevant,148,0,208
648,451188492559597568,Wed Apr 02 02:44:53 +0000 2014,2151,656,True,9949,2565,2,1,1,False,not_related_or_irrelevant,362,0,208
649,451188496775282689,Wed Apr 02 02:44:54 +0000 2014,577,1425,True,11535,3338,2,1,1,False,other_useful_information,362,0,209
650,451188497399816192,Wed Apr 02 02:44:55 +0000 2014,366,1569,True,26188,1978,2,2,0,False,caution_and_advice,148,0,210
651,451188498322968576,Wed Apr 02 02:44:55 +0000 2014,410,1088,False,6678,3189,1,1,1,False,caution_and_advice,281,0,210
652,451188498511302656,Wed Apr 02 02:44:55 +0000 2014,3677,3748,False,64468,3464,0,1,0,False,caution_and_advice,86,0,210
653,451188499040206848,Wed Apr 02 02:44:55 +0000 2014,695,1404,True,17544,2385,0,1,0,False,sympathy_and_emotional_support,86,0,210
656,451188505687760896,Wed Apr 02 02:44:57 +0000 2014,2627,2068,False,22163,3285,2,2,1,False,sympathy_and_emotional_support,149,0,212
657,451188509089345536,Wed Apr 02 02:44:57 +0000 2014,39950,788,False,22753,3211,3,0,1,False,not_related_or_irrelevant,10,4,212
659,451188511836602368,Wed Apr 02 02:44:58 +0000 2014,1015,943,False,25778,2235,0,1,0,False,sympathy_and_emotional_support,86,0,213
661,451188513392709632,Wed Apr 02 02:44:59 +0000 2014,1548,37,True,568,3048,2,2,1,False,not_related_or_irrelevant,149,0,214
662,451188515447926785,Wed Apr 02 02:44:59 +0000 2014,864,509,False,5860,2585,2,1,1,False,caution_and_advice,362,0,214
663,451188515960025088,Wed Apr 02 02:44:59 +0000 2014,687,327,True,19863,2811,2,0,1,False,sympathy_and_emotional_support,0,0,214
664,451188516748156930,Wed Apr 02 02:44:59 +0000 2014,2678,1555,True,43211,2076,0,1,0,False,not_related_or_irrelevant,86,0,214
665,451188518732431360,Wed Apr 02 02:45:00 +0000 2014,6712,6701,False,12467,3014,1,1,1,False,sympathy_and_emotional_support,0,0,215
667,451188523677528064,Wed Apr 02 02:45:01 +0000 2014,8376,4587,True,27932,3413,1,0,1,True,sympathy_and_emotional_support,2,0,216
668,451188525103206402,Wed Apr 02 02:45:01 +0000 2014,181,392,True,227,3190,3,1,1,False,sympathy_and_emotional_support,298,0,216
669,451188525728145408,Wed Apr 02 02:45:01 +0000 2014,1571,3305,True,159044,3206,4,1,0,False,caution_and_advice,5,0,216
671,451188527645351937,Wed Apr 02 02:45:02 +0000 2014,795,923,True,42280,3336,4,1,0,False,other_useful_information,28,0,217
672,451188529671180288,Wed Apr 02 02:45:02 +0000 2014,2596,2840,True,47295,3490,0,1,0,False,not_related_or_irrelevant,86,0,217
674,451188531529269249,Wed Apr 02 02:45:03 +0000 2014,379,280,False,5241,1534,3,1,1,False,injured_or_dead_people,2,0,218
677,451188537057378304,Wed Apr 02 02:45:04 +0000 2014,824,187,False,68983,1618,2,1,0,False,injured_or_dead_people,96,0,219
678,451188537707085824,Wed Apr 02 02:45:04 +0000 2014,114,238,False,1323,2631,2,1,1,False,other_useful_information,362,0,219
679,451188540689620992,Wed Apr 02 02:45:05 +0000 2014,3683,3715,False,35657,1520,2,0,0,False,displaced_people_and_evacuations,0,0,220
680,451188540874174465,Wed Apr 02 02:45:05 +0000 2014,26539,1360,True,20386,2904,1,1,1,False,sympathy_and_emotional_support,7,2,220
681,451188542270488576,Wed Apr 02 02:45:05 +0000 2014,113,890,True,114,1540,2,1,0,False,other_useful_information,172,0,220
682,451188542916415490,Wed Apr 02 02:45:05 +0000 2014,119,291,False,4141,2214,2,1,0,False,other_useful_information,172,0,220
683,451188546863652866,Wed Apr 02 02:45:06 +0000 2014,572,518,False,2178,2047,1,1,0,False,displaced_people_and_evacuations,2,0,221
684,451188547811151872,Wed Apr 02 02:45:07 +0000 2014,705,1151,True,1339,2799,3,0,0,False,caution_and_advice,82,0,222
685,451188551334379521,Wed Apr 02 02:45:07 +0000 2014,271,598,True,2078,3396,2,0,0,False,other_useful_information,0,1,222
686,451188553465466881,Wed Apr 02 02:45:08 +0000 2014,417,874,True,2087,3194,2,2,0,False,other_useful_information,1,0,223
688,451188558687002624,Wed Apr 02 02:45:09 +0000 2014,454,1768,True,12946,3281,0,1,0,False,other_useful_information,86,0,224
691,451188568493285378,Wed Apr 02 02:45:12 +0000 2014,39,103,False,414,1677,2,2,0,False,sympathy_and_emotional_support,90,0,227
692,451188571735465984,Wed Apr 02 02:45:12 +0000 2014,1145,1777,False,7500,3064,2,2,1,False,not_related_or_irrelevant,149,0,227
694,451188574948696064,Wed Apr 02 02:45:13 +0000 2014,111,618,True,1564,2301,2,2,0,False,other_useful_information,148,0,228
697,451188577003913216,Wed Apr 02 02:45:14 +0000 2014,5321,5131,True,54320,3112,4,1,0,False,other_useful_information,28,0,229
699,451188580871069696,Wed Apr 02 02:45:15 +0000 2014,13245,14317,False,190005,1826,4,1,1,False,not_related_or_irrelevant,0,0,230
700,451188581231362048,Wed Apr 02 02:45:15 +0000 2014,345,340,False,617790,3365,1,1,1,False,not_related_or_irrelevant,281,0,230
701,451188582703968257,Wed Apr 02 02:45:15 +0000 2014,251,517,True,6898,2217,3,1,0,False,sympathy_and_emotional_support,125,0,230
702,451188583055884288,Wed Apr 02 02:45:15 +0000 2014,535,475,False,7453,1776,1,3,0,False,caution_and_advice,251,0,230
703,451188583643496448,Wed Apr 02 02:45:15 +0000 2014,711,1877,True,2485,3681,4,0,0,False,sympathy_and_emotional_support,0,6,230
704,451188585920606208,Wed Apr 02 02:45:16 +0000 2014,3991,3577,False,86444,2566,3,0,0,False,sympathy_and_emotional_support,82,0,231
705,451188592183115776,Wed Apr 02 02:45:17 +0000 2014,7243,70,False,5073,1648,2,1,1,False,sympathy_and_emotional_support,7,1,232
707,451188595890458624,Wed Apr 02 02:45:18 +0000 2014,3023,651,True,95422,2559,4,1,0,False,other_useful_information,28,0,233
708,451188596091805696,Wed Apr 02 02:45:18 +0000 2014,10551,2662,True,31414,3302,1,1,1,True,displaced_people_and_evacuations,1,1,233
709,451188596448325632,Wed Apr 02 02:45:18 +0000 2014,398,299,True,76412,3251,2,2,0,False,not_related_or_irrelevant,148,0,233
711,451188598541262848,Wed Apr 02 02:45:19 +0000 2014,76,249,False,227,3453,1,1,1,False,not_related_or_irrelevant,281,0,234
712,451188602207096832,Wed Apr 02 02:45:20 +0000 2014,3410,4224,True,32357,2964,4,1,1,False,injured_or_dead_people,7,0,235
714,451188608032968704,Wed Apr 02 02:45:21 +0000 2014,9109,8671,False,1898798,2959,1,1,1,False,other_useful_information,281,0,236
715,451188612789710848,Wed Apr 02 02:45:22 +0000 2014,671,1664,False,23452,3592,1,1,0,False,other_useful_information,68,0,237
716,451188615016497152,Wed Apr 02 02:45:23 +0000 2014,540,410,True,72241,3274,2,0,1,False,caution_and_advice,3,0,238
717,451188615562149888,Wed Apr 02 02:45:23 +0000 2014,556,1194,False,2294,3253,1,1,1,False,not_related_or_irrelevant,128,0,238
718,451188615625072640,Wed Apr 02 02:45:23 +0000 2014,136,349,True,8400,2298,2,1,0,False,other_useful_information,172,0,238
719,451188617558245376,Wed Apr 02 02:45:23 +0000 2014,749,574,True,6080,2935,0,1,0,False,other_useful_information,86,0,238
721,451188618565259264,Wed Apr 02 02:45:24 +0000 2014,264,356,True,3370,2091,2,2,0,False,other_useful_information,148,0,239
722,451188618673917955,Wed Apr 02 02:45:24 +0000 2014,766,807,True,65711,2476,2,1,0,False,sympathy_and_emotional_support,172,0,239
723,451188621786509313,Wed Apr 02 02:45:24 +0000 2014,8221,2093,True,33772,3159,2,2,1,True,sympathy_and_emotional_support,7,0,239
724,451188622826295296,Wed Apr 02 02:45:25 +0000 2014,214,484,True,24630,1869,1,1,1,False,caution_and_advice,281,0,240
725,451188624688951296,Wed Apr 02 02:45:25 +0000 2014,2989,1717,False,41808,1547,0,1,0,False,other_useful_information,86,0,240
726,451188625372643328,Wed Apr 02 02:45:25 +0000 2014,350,840,True,63373,1992,3,0,0,False,caution_and_advice,82,0,240
727,451188626089865217,Wed Apr 02 02:45:25 +0000 2014,22172,2069,False,95630,3874,2,2,1,True,sympathy_and_emotional_support,7,0,240
728,451188627972698112,Wed Apr 02 02:45:26 +0000 2014,3213,3215,True,229234,3130,2,2,0,False,other_useful_information,15,0,241
730,451188628920602624,Wed Apr 02 02:45:26 +0000 2014,531,1762,True,6872,2651,2,1,0,False,other_useful_information,2,0,241
731,451188637880053760,Wed Apr 02 02:45:28 +0000 2014,2684,199,False,47621,2652,4,1,0,False,other_useful_information,28,0,243
732,451188639708745729,Wed Apr 02 02:45:29 +0000 2014,1378,10,False,42859,2307,3,0,1,False,not_related_or_irrelevant,0,0,244
733,451188640001953792,Wed Apr 02 02:45:29 +0000 2014,590,147,False,31201,2450,1,1,0,False,caution_and_advice,22,0,244
735,451188641415827456,Wed Apr 02 02:45:29 +0000 2014,2455,1566,False,5322,2251,2,1,1,False,other_useful_information,362,0,244
736,451188643177066496,Wed Apr 02 02:45:29 +0000 2014,1856,372,True,75934,2345,1,1,1,False,sympathy_and_emotional_support,54,0,244
737,451188643265146881,Wed Apr 02 02:45:29 +0000 2014,10039,4486,True,18948,2867,1,1,0,True,caution_and_advice,22,0,244
738,451188644334669825,Wed Apr 02 02:45:30 +0000 2014,1304,1971,False,1503,3534,1,1,0,False,other_useful_information,146,0,245
739,451188644334686208,Wed Apr 02 02:45:30 +0000 2014,2151,656,True,9949,2565,2,3,1,False,sympathy_and_emotional_support,15,0,245
743,451188648973574144,Wed Apr 02 02:45:31 +0000 2014,964,1060,False,2934,2770,2,1,1,False,sympathy_and_emotional_support,362,0,246
744,451188649304915968,Wed Apr 02 02:45:31 +0000 2014,5604,5985,False,95643,3260,1,0,0,False,other_useful_information,1,0,246
745,451188654132957184,Wed Apr 02 02:45:32 +0000 2014,517,171,True,20680,2649,3,1,0,False,injured_or_dead_people,1,0,247
746,451188654929887232,Wed Apr 02 02:45:32 +0000 2014,645,521,False,4689,3337,3,2,0,False,other_useful_information,0,0,247
747,451188654984019968,Wed Apr 02 02:45:32 +0000 2014,206,1927,True,373,2147,2,1,1,False,other_useful_information,353,0,247
748,451188656007806977,Wed Apr 02 02:45:32 +0000 2014,4835,3157,False,10249,1625,1,1,0,False,other_useful_information,8,0,247
749,451188659476111360,Wed Apr 02 02:45:33 +0000 2014,451,373,False,24135,3082,2,2,0,False,infrastructure_and_utilities_damage,0,0,248
750,451188659824631808,Wed Apr 02 02:45:33 +0000 2014,837,1894,False,16185,1701,3,0,0,False,not_related_or_irrelevant,1,1,248
752,451188660491153408,Wed Apr 02 02:45:34 +0000 2014,222,955,False,23701,2661,0,1,0,False,not_related_or_irrelevant,86,0,249
753,451188663482056704,Wed Apr 02 02:45:34 +0000 2014,11849,542,True,19297,3241,3,1,0,False,other_useful_information,0,0,249
755,451188665834680320,Wed Apr 02 02:45:35 +0000 2014,289,738,False,10088,3121,2,1,0,False,sympathy_and_emotional_support,80,0,250
756,451188667558543360,Wed Apr 02 02:45:35 +0000 2014,437,618,False,2418,1924,3,2,1,False,other_useful_information,27,0,250
758,451188669089849344,Wed Apr 02 02:45:36 +0000 2014,572,518,False,2178,2047,3,0,0,False,caution_and_advice,82,0,251
761,451188680427053056,Wed Apr 02 02:45:38 +0000 2014,984,690,True,19233,2986,4,1,1,False,other_useful_information,7,0,253
762,451188681827946496,Wed Apr 02 02:45:39 +0000 2014,1132,638,True,57993,2283,1,0,0,False,not_related_or_irrelevant,0,0,254
763,451188683723386880,Wed Apr 02 02:45:39 +0000 2014,3213,3215,True,229234,3130,3,2,0,False,sympathy_and_emotional_support,5,0,254
764,451188686689165312,Wed Apr 02 02:45:40 +0000 2014,287,294,True,2824,2913,1,1,1,False,caution_and_advice,281,0,255
765,451188687284346880,Wed Apr 02 02:45:40 +0000 2014,141,318,True,4773,2287,1,1,0,False,sympathy_and_emotional_support,8,0,255
768,451188690292076544,Wed Apr 02 02:45:41 +0000 2014,1017,2839,False,15667,3559,1,1,0,False,injured_or_dead_people,146,0,256
771,451188693181943809,Wed Apr 02 02:45:41 +0000 2014,63,240,False,2005,2639,2,1,0,False,sympathy_and_emotional_support,98,0,256
772,451188693408051200,Wed Apr 02 02:45:41 +0000 2014,234,179,True,2633,3315,3,2,1,False,other_useful_information,47,0,256
773,451188693924323328,Wed Apr 02 02:45:42 +0000 2014,368,631,True,7631,2646,1,1,0,False,not_related_or_irrelevant,2,0,257
774,451188697099403265,Wed Apr 02 02:45:42 +0000 2014,121,388,True,186,2774,1,1,1,False,not_related_or_irrelevant,281,0,257
775,451188699032596480,Wed Apr 02 02:45:43 +0000 2014,55,320,True,270,1578,4,0,0,False,other_useful_information,0,0,258
776,451188699427250176,Wed Apr 02 02:45:43 +0000 2014,11043,1311,True,24141,3346,2,1,1,True,caution_and_advice,362,0,258
778,451188700282888192,Wed Apr 02 02:45:43 +0000 2014,137,647,False,4541,1774,1,1,1,False,other_useful_information,1,0,258
780,451188703114039296,Wed Apr 02 02:45:44 +0000 2014,2168,1080,True,7286,2271,1,1,0,False,injured_or_dead_people,693,0,259
781,451188705441509377,Wed Apr 02 02:45:44 +0000 2014,529,617,False,15226,1964,2,2,1,False,other_useful_information,149,0,259
782,451188707706814464,Wed Apr 02 02:45:45 +0000 2014,148,273,True,2304,2445,2,2,0,False,not_related_or_irrelevant,5,0,260
783,451188709766230016,Wed Apr 02 02:45:45 +0000 2014,317,2373,True,10802,3320,3,1,1,False,other_useful_information,10,0,260
784,451188709996523520,Wed Apr 02 02:45:45 +0000 2014,2371,642,True,11588,2846,2,1,1,False,caution_and_advice,362,0,260
786,451188713179975680,Wed Apr 02 02:45:46 +0000 2014,10039,4486,True,18948,2867,2,2,1,True,other_useful_information,149,0,261
787,451188715201634304,Wed Apr 02 02:45:47 +0000 2014,131,456,True,2520,2291,3,2,0,False,other_useful_information,90,0,262
788,451188715247775744,Wed Apr 02 02:45:47 +0000 2014,340,286,False,61441,3437,2,1,1,False,not_related_or_irrelevant,124,0,262
789,451188715923451904,Wed Apr 02 02:45:47 +0000 2014,225,185,False,29022,3035,1,1,0,False,displaced_people_and_evacuations,68,0,262
790,451188716065665025,Wed Apr 02 02:45:47 +0000 2014,224405,69,False,28449,2596,0,1,0,False,not_related_or_irrelevant,86,0,262
791,451188716514451456,Wed Apr 02 02:45:47 +0000 2014,1284,1222,True,27637,2445,1,2,0,False,other_useful_information,15,0,262
793,451188718011838464,Wed Apr 02 02:45:47 +0000 2014,582261,163,True,35448,3239,1,0,1,True,sympathy_and_emotional_support,0,0,262
795,451188721140772864,Wed Apr 02 02:45:48 +0000 2014,3966,4980,True,23885,2037,1,2,0,False,sympathy_and_emotional_support,7,0,263
797,451188724106145792,Wed Apr 02 02:45:49 +0000 2014,723,650,True,7005,2237,1,1,0,False,not_related_or_irrelevant,11,0,264
798,451188724647202816,Wed Apr 02 02:45:49 +0000 2014,143,73,True,13880,2507,2,2,0,False,not_related_or_irrelevant,148,0,264
799,451188724769239040,Wed Apr 02 02:45:49 +0000 2014,404,4346,True,59603,2680,2,1,0,False,other_useful_information,0,0,264
800,451188725322481664,Wed Apr 02 02:45:49 +0000 2014,170,601,False,12050,2638,1,1,1,False,sympathy_and_emotional_support,281,0,264
801,451188727713247232,Wed Apr 02 02:45:50 +0000 2014,26,113,False,20,1528,1,0,0,False,not_related_or_irrelevant,0,0,265
802,451188728267280384,Wed Apr 02 02:45:50 +0000 2014,1522,997,False,2230,2948,2,1,0,False,caution_and_advice,172,0,265
804,451188730410172417,Wed Apr 02 02:45:50 +0000 2014,340,286,False,61441,3437,2,1,1,False,injured_or_dead_people,362,0,265
805,451188730875760640,Wed Apr 02 02:45:50 +0000 2014,818,2134,True,6030,3915,2,1,0,False,not_related_or_irrelevant,172,0,265
